id,comercio,tipo_gasto,Prob. gasto,Monto estimado,Fecha esperada aprox
03a0f8bca94b5801342b9b479213fc548b3f0dd1,GOOGLE YOUTUBEPREMIUM,patrón,1.0,16.209999999999997,2023-01-30 22:23:59.999971200
03a0f8bca94b5801342b9b479213fc548b3f0dd1,SPOTIFY,patrón,1.0,23.1,2023-02-04 05:32:18.461558400
0431ee5805e9638f3b24d93812182ec88d7b8c20,APPLE,fijo,1.0,5.87,2023-02-27 12:00:00.000000000
0431ee5805e9638f3b24d93812182ec88d7b8c20,APPLE,fijo,1.0,36.89,2023-02-22 12:00:00.000000000
0431ee5805e9638f3b24d93812182ec88d7b8c20,SMART FIT,fijo,1.0,64.46,2023-02-19 12:00:00.000000000
0431ee5805e9638f3b24d93812182ec88d7b8c20,TOTAL PLAY,fijo,1.0,78.25,2023-02-13 12:00:00.000000000
0431ee5805e9638f3b24d93812182ec88d7b8c20,DIDI RIDES,patrón,1.0,15.553157894736845,2023-01-29 14:39:59.999990400
0431ee5805e9638f3b24d93812182ec88d7b8c20,RAPPI,patrón,1.0,27.04769230769231,2023-02-04 16:00:00.000028800
0431ee5805e9638f3b24d93812182ec88d7b8c20,SMART FIT,patrón,1.0,64.46,2023-02-19 12:00:00.000000000
0431ee5805e9638f3b24d93812182ec88d7b8c20,TELCEL,patrón,1.0,61.35666666666666,2023-02-02 00:00:00.000000000
0431ee5805e9638f3b24d93812182ec88d7b8c20,TOTAL PLAY,patrón,1.0,78.25,2023-02-13 12:00:00.000000000
0471167c6dcd9e87952bee4478ce26337793c07f,AMAZON PRIME,fijo,1.0,11.62,2023-02-22 12:00:00.000000000
0471167c6dcd9e87952bee4478ce26337793c07f,AMAZON PRIME,patrón,1.0,11.62,2023-02-22 12:00:00.000000000
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,MELIMAS,patrón,1.0,15.160000000000002,2023-02-25 00:00:00.000000000
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,NETFLIX,patrón,1.0,13.146666666666667,2023-02-24 12:00:00.000000000
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,SPOTIFY,patrón,1.0,15.06,2023-01-30 12:00:00.000000000
04e15785e1f1d2a4893438cf2c5ec8036eea4e36,UBER EATS,patrón,1.0,21.932916666666667,2023-01-30 13:33:54.782582400
04fd28294e679ea9848b3057862a6bf40367331e,AMAZON,fijo,1.0,5.87,2023-02-09 12:00:00.000000000
04fd28294e679ea9848b3057862a6bf40367331e,AMAZON,fijo,1.0,8.17,2023-02-15 12:00:00.000000000
04fd28294e679ea9848b3057862a6bf40367331e,AMAZON,fijo,1.0,15.06,2023-02-24 12:00:00.000000000
04fd28294e679ea9848b3057862a6bf40367331e,AMAZON PRIME,fijo,1.0,11.62,2023-02-02 12:00:00.000000000
04fd28294e679ea9848b3057862a6bf40367331e,SPOTIFY,fijo,1.0,15.06,2023-02-19 12:00:00.000000000
04fd28294e679ea9848b3057862a6bf40367331e,AMAZON,patrón,1.0,9.7,2023-02-03 12:00:00.000000000
04fd28294e679ea9848b3057862a6bf40367331e,AMAZON PRIME,patrón,1.0,11.62,2023-02-02 12:00:00.000000000
04fd28294e679ea9848b3057862a6bf40367331e,SPOTIFY,patrón,1.0,15.06,2023-02-19 12:00:00.000000000
054be5f40d50b28d2b82af57159343989dd28012,MICROSOFT,fijo,1.0,19.77,2023-02-21 12:00:00.000000000
054be5f40d50b28d2b82af57159343989dd28012,TOTAL PLAY,fijo,1.0,88.47,2023-02-03 12:00:00.000000000
054be5f40d50b28d2b82af57159343989dd28012,AMAZON PRIME,patrón,1.0,11.62,2023-02-13 00:00:00.000000000
054be5f40d50b28d2b82af57159343989dd28012,MICROSOFT,patrón,1.0,27.180000000000003,2023-02-04 09:36:00.000000000
054be5f40d50b28d2b82af57159343989dd28012,NETFLIX,patrón,1.0,35.623333333333335,2023-02-22 12:00:00.000000000
054be5f40d50b28d2b82af57159343989dd28012,TELCEL,patrón,1.0,97.775,2023-03-01 07:59:59.999971200
054be5f40d50b28d2b82af57159343989dd28012,TOTAL PLAY,patrón,1.0,88.46999999999998,2023-02-03 12:00:00.000000000
064a7e19386fffe76845c0af12b8971542af1270,CABLEYCOMUN,fijo,1.0,83.19,2023-02-05 12:00:00.000000000
064a7e19386fffe76845c0af12b8971542af1270,GOOGLE YOUTUBEPREMIUM,fijo,1.0,16.21,2023-02-21 12:00:00.000000000
064a7e19386fffe76845c0af12b8971542af1270,CABLEYCOMUN,patrón,1.0,83.19,2023-02-05 12:00:00.000000000
064a7e19386fffe76845c0af12b8971542af1270,GOOGLE YOUTUBEPREMIUM,patrón,1.0,16.21,2023-02-21 12:00:00.000000000
064a7e19386fffe76845c0af12b8971542af1270,NETFLIX,patrón,1.0,12.383333333333333,2023-02-15 12:00:00.000000000
0686ef5970f3e3e29ba54c0e82c22364cb1ade90,CABLEYCOMUN,fijo,1.0,76.06,2023-02-11 12:00:00.000000000
0686ef5970f3e3e29ba54c0e82c22364cb1ade90,CABLEYCOMUN,patrón,1.0,76.06,2023-02-11 12:00:00.000000000
0686ef5970f3e3e29ba54c0e82c22364cb1ade90,NETFLIX,patrón,1.0,43.666666666666664,2023-02-12 12:00:00.000000000
068a3a4901e7819ac41bfd214b724a4094baa6fc,MELIMAS,patrón,1.0,15.160000000000002,2023-02-13 00:00:00.000000000
068a3a4901e7819ac41bfd214b724a4094baa6fc,NETFLIX,patrón,1.0,13.146666666666667,2023-02-21 12:00:00.000000000
068a3a4901e7819ac41bfd214b724a4094baa6fc,TELMEX,patrón,1.0,50.22,2023-02-14 00:00:00.000000000
06a11e73530670c0ab02598f0a621b84ffc894ce,AMAZON,fijo,1.0,5.99,2023-02-10 12:00:00.000000000
06a11e73530670c0ab02598f0a621b84ffc894ce,AMAZON PRIME,fijo,1.0,11.62,2023-02-10 12:00:00.000000000
06a11e73530670c0ab02598f0a621b84ffc894ce,APPLE,fijo,1.0,17.36,2023-02-02 12:00:00.000000000
06a11e73530670c0ab02598f0a621b84ffc894ce,SPOTIFY,fijo,1.0,19.66,2023-02-22 12:00:00.000000000
06a11e73530670c0ab02598f0a621b84ffc894ce,AMAZON PRIME,patrón,1.0,11.62,2023-02-10 12:00:00.000000000
06a11e73530670c0ab02598f0a621b84ffc894ce,SPOTIFY,patrón,1.0,19.66,2023-02-22 12:00:00.000000000
06a11e73530670c0ab02598f0a621b84ffc894ce,TELCEL,patrón,1.0,32.29,2023-02-13 00:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,AMAZON PRIME,fijo,1.0,11.62,2023-02-07 12:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,TOTAL PLAY,fijo,1.0,72.5,2023-02-09 12:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,UBER,fijo,1.0,8.28,2023-02-20 12:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,AMAZON PRIME,patrón,1.0,11.62,2023-02-07 12:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,IZZI,patrón,1.0,51.9,2023-02-16 12:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,MI ATT,patrón,1.0,213.42,2023-01-30 12:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,OXXO GAS,patrón,1.0,52.40571428571429,2023-01-26 16:00:00.000028800
06ca5015907f43d644fd5a91ede20434f6fecafc,TOTAL PLAY,patrón,1.0,72.5,2023-02-09 12:00:00.000000000
06ca5015907f43d644fd5a91ede20434f6fecafc,UBER,patrón,1.0,11.818750000000001,2023-01-25 06:24:00.000028800
06ca5015907f43d644fd5a91ede20434f6fecafc,UBER EATS,patrón,1.0,21.835833333333337,2023-01-25 19:54:53.617017600
06ca5015907f43d644fd5a91ede20434f6fecafc,URBANI,patrón,1.0,12.036666666666667,2023-01-26 15:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,APPLE,fijo,1.0,5.87,2023-02-10 12:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,DISNEY PLUS,fijo,1.0,25.4,2023-02-15 12:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,GOOGLE ONE,fijo,1.0,4.15,2023-02-28 12:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,TOTAL PASS,fijo,1.0,12.76,2023-02-27 12:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,APPLE,patrón,1.0,5.87,2023-02-10 12:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,DISNEY PLUS,patrón,1.0,25.399999999999995,2023-02-15 12:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,GOOGLE ONE,patrón,1.0,4.15,2023-02-28 12:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,MI ATT,patrón,1.0,17.47,2023-02-24 00:00:00.000000000
06edf585cd7a632155cf063b328033ffbfa7ae69,TOTAL PASS,patrón,1.0,12.76,2023-02-27 12:00:00.000000000
072b18c67074cbfff8122908e96cce23d19fd18e,AMAZON,fijo,1.0,8.17,2023-02-07 12:00:00.000000000
072b18c67074cbfff8122908e96cce23d19fd18e,AMAZON PRIME,fijo,1.0,11.62,2023-02-17 12:00:00.000000000
072b18c67074cbfff8122908e96cce23d19fd18e,ROTOPLAS,fijo,1.0,31.15,2023-02-04 07:59:59.999971200
072b18c67074cbfff8122908e96cce23d19fd18e,ADOBE,patrón,1.0,84.17285714285713,2022-12-19 00:00:00.000000000
072b18c67074cbfff8122908e96cce23d19fd18e,AMAZON PRIME,patrón,1.0,11.62,2023-02-17 12:00:00.000000000
072b18c67074cbfff8122908e96cce23d19fd18e,TULOTERO,patrón,1.0,5.989999999999999,2023-01-30 02:49:24.705897600
074d3028233af49dc2dc2b5ccfff0c960b91237a,SPOTIFY,fijo,1.0,15.06,2023-02-21 12:00:00.000000000
074d3028233af49dc2dc2b5ccfff0c960b91237a,NETFLIX,patrón,1.0,35.74,2023-02-06 12:00:00.000000000
074d3028233af49dc2dc2b5ccfff0c960b91237a,SPOTIFY,patrón,1.0,15.06,2023-02-21 12:00:00.000000000
074d3028233af49dc2dc2b5ccfff0c960b91237a,TELMEX,patrón,1.0,63.31,2023-02-21 00:00:00.000000000
07dcc29c8538d50e2889c8418b62bde027b62425,DIDI RIDES,patrón,1.0,8.334761904761905,2023-01-20 22:49:45.365836800
07dcc29c8538d50e2889c8418b62bde027b62425,OXXO,patrón,1.0,4.811176470588236,2023-01-31 10:54:32.727312000
07dcc29c8538d50e2889c8418b62bde027b62425,TOTALPLAY,patrón,1.0,114.20333333333333,2023-02-08 00:00:00.000000000
07e3e5ff90a36ec9826973b7cfea778815cd4187,NETFLIX,patrón,1.0,12.383333333333333,2023-02-03 12:00:00.000000000
07e3e5ff90a36ec9826973b7cfea778815cd4187,SUPERCENTER,patrón,1.0,109.41499999999999,2023-02-05 07:59:59.999971200
08b58fa544eb71cf1fde51fd4ca077166653ec29,AMAZON PRIME,fijo,1.0,11.62,2023-02-20 12:00:00.000000000
08b58fa544eb71cf1fde51fd4ca077166653ec29,DISNEY PLUS,fijo,1.0,34.59,2023-02-26 12:00:00.000000000
08b58fa544eb71cf1fde51fd4ca077166653ec29,SPOTIFY,fijo,1.0,15.06,2023-02-09 12:00:00.000000000
08b58fa544eb71cf1fde51fd4ca077166653ec29,AMAZON PRIME,patrón,1.0,11.62,2023-02-20 12:00:00.000000000
08b58fa544eb71cf1fde51fd4ca077166653ec29,SPOTIFY,patrón,1.0,15.06,2023-02-09 12:00:00.000000000
08c5a16957f74f2168ac2dc0af5623b621dd375e,COSTCO GAS,patrón,1.0,87.09900000000002,2023-01-26 10:39:59.999961600
08c5a16957f74f2168ac2dc0af5623b621dd375e,MEGACABLE,patrón,1.0,70.32000000000001,2023-02-24 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,AMAZON,fijo,1.0,8.17,2023-02-05 04:48:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,AMAZON PRIME,fijo,1.0,11.62,2023-02-15 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,GOOGLE YOUTUBEPREMIUM,fijo,1.0,16.21,2023-02-02 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,ROTOPLAS,fijo,1.0,38.39,2023-01-31 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,AMAZON PRIME,patrón,1.0,11.62,2023-02-15 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,GOOGLE YOUTUBEPREMIUM,patrón,1.0,16.21,2023-02-02 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,NETFLIX,patrón,1.0,51.589999999999996,2023-02-06 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,RENTAMOVISTAR,patrón,1.0,158.85666666666665,2023-02-26 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,ROTOPLAS,patrón,1.0,38.39,2023-01-31 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,TOTALPLAY,patrón,1.0,79.89666666666666,2023-02-09 12:00:00.000000000
08cc682e0ae51b9b193a51d81215a8290e38ae13,WALMART,patrón,1.0,64.66444444444444,2023-02-05 06:00:00.000000000
095d37f69671480cb972a29a801f28b09791de7b,GOOGLE,fijo,1.0,15.17,2023-02-26 12:00:00.000000000
095d37f69671480cb972a29a801f28b09791de7b,SPOTIFY,fijo,1.0,15.06,2023-02-14 12:00:00.000000000
095d37f69671480cb972a29a801f28b09791de7b,CINEPOLIS,patrón,1.0,15.034444444444444,2023-02-04 03:00:00.000000000
095d37f69671480cb972a29a801f28b09791de7b,GOOGLE,patrón,1.0,15.17,2023-02-26 12:00:00.000000000
095d37f69671480cb972a29a801f28b09791de7b,OPENAI,patrón,1.0,47.223333333333336,2023-02-19 12:00:00.000000000
095d37f69671480cb972a29a801f28b09791de7b,OXXO,patrón,1.0,9.1496,2023-01-30 03:00:00.000000000
095d37f69671480cb972a29a801f28b09791de7b,SPOTIFY,patrón,1.0,15.06,2023-02-14 12:00:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,GOOGLE YOUTUBE,fijo,1.0,32.29,2023-01-28 06:00:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,ITUNES,fijo,1.0,2.19,2023-02-06 12:00:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,SPOTIFY,fijo,1.0,23.1,2023-02-01 12:00:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,WALMART,fijo,1.0,7.02,2023-01-31 12:00:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,WALMART,fijo,1.0,7.02,2023-02-01 12:00:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,ITUNES,patrón,1.0,2.19,2023-02-06 12:00:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,OXXO,patrón,1.0,12.072153846153848,2023-01-31 10:30:00.000000000
09b86636f4807823ff9041b427405b00aa25829c,RAPPI,patrón,1.0,35.481034482758616,2023-02-02 02:34:17.142844800
09b86636f4807823ff9041b427405b00aa25829c,SPOTIFY,patrón,1.0,23.100000000000005,2023-02-01 12:00:00.000000000
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,AMAZON,fijo,1.0,13.91,2023-02-19 12:00:00.000000000
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,SPOTIFY,fijo,1.0,15.06,2023-02-08 12:00:00.000000000
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,AMAZON PRIME,patrón,1.0,11.62,2023-02-17 00:00:00.000000000
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,MELIMAS,patrón,1.0,15.160000000000002,2023-02-15 00:00:00.000000000
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,MERCADO PAGO,patrón,1.0,54.114285714285714,2023-01-23 01:50:46.153852800
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,MI ATT,patrón,1.0,145.64666666666668,2023-02-12 00:00:00.000000000
0a5cc97f7cc1d44fd1a2561dd88fe20b754bb371,SPOTIFY,patrón,1.0,15.06,2023-02-08 12:00:00.000000000
0be4d7b035874bc846e23a579c637094a647b044,IZZI,fijo,1.0,60.54,2023-02-01 12:00:00.000000000
0be4d7b035874bc846e23a579c637094a647b044,IZZI,patrón,1.0,60.54,2023-02-01 12:00:00.000000000
0be4d7b035874bc846e23a579c637094a647b044,NETFLIX,patrón,1.0,26.55,2023-02-16 12:00:00.000000000
0be4d7b035874bc846e23a579c637094a647b044,TOTALPLAY,patrón,1.0,57.57,2023-02-16 12:00:00.000000000
0cddce87733ba0eae8aa52546a3931f0fc76e195,APPLE,fijo,1.0,38.04,2023-02-18 12:00:00.000000000
0cddce87733ba0eae8aa52546a3931f0fc76e195,MAX,patrón,1.0,14.64,2023-01-31 00:00:00.000000000
0cddce87733ba0eae8aa52546a3931f0fc76e195,MELIMAS,patrón,1.0,34.59,2023-02-23 16:00:00.000028800
0cddce87733ba0eae8aa52546a3931f0fc76e195,NETFLIX,patrón,1.0,35.74,2023-01-31 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,AMAZON,fijo,1.0,12.76,2023-02-03 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,AMAZON,fijo,1.0,13.91,2023-02-17 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,AMAZON,fijo,1.0,15.06,2023-02-28 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,AMAZON,fijo,1.0,23.1,2023-02-23 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,AMAZON PRIME,fijo,1.0,11.62,2023-02-03 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,ITUNES,fijo,1.0,5.87,2023-02-16 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,SPOTIFY,fijo,1.0,15.06,2023-02-11 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,UBER,fijo,1.0,8.28,2023-02-18 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,AMAZON,patrón,1.0,14.003750000000002,2023-02-03 17:35:59.999971200
0d07b8aad9a390e466d2db0df72bf01e278c501b,AMAZON PRIME,patrón,1.0,11.62,2023-02-03 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,ITUNES,patrón,1.0,5.87,2023-02-16 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,IZZI,patrón,1.0,50.68,2023-02-14 00:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,NETFLIX,patrón,1.0,26.55,2023-01-31 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,SPOTIFY,patrón,1.0,15.06,2023-02-11 12:00:00.000000000
0d07b8aad9a390e466d2db0df72bf01e278c501b,TELCEL,patrón,1.0,69.1975,2023-03-01 16:00:00.000028800
0d07b8aad9a390e466d2db0df72bf01e278c501b,UBER,patrón,1.0,8.28,2023-02-18 12:00:00.000000000
0d0f7fbf49570487b719baa9825e2813616b4eb0,ITUNES,fijo,1.0,5.87,2023-02-28 12:00:00.000000000
0d0f7fbf49570487b719baa9825e2813616b4eb0,MICROSOFT,fijo,1.0,12.76,2023-02-04 12:00:00.000000000
0d0f7fbf49570487b719baa9825e2813616b4eb0,MICROSOFT,fijo,1.0,18.51,2023-02-03 12:00:00.000000000
0d0f7fbf49570487b719baa9825e2813616b4eb0,AMAZON PRIME,patrón,1.0,11.62,2023-02-19 00:00:00.000000000
0d0f7fbf49570487b719baa9825e2813616b4eb0,FACEBOOK,patrón,1.0,5.162857142857143,2023-02-03 20:18:27.692294400
0d5046acc98a944a452ad463109e296e1c2b5ada,CRUNCHYROLL,fijo,1.0,13.91,2023-02-18 12:00:00.000000000
0d5046acc98a944a452ad463109e296e1c2b5ada,GOOGLE YOUTUBE,fijo,1.0,2.42,2023-02-22 12:00:00.000000000
0d5046acc98a944a452ad463109e296e1c2b5ada,GOOGLE YOUTUBE,fijo,1.0,5.87,2023-02-14 12:00:00.000000000
0d5046acc98a944a452ad463109e296e1c2b5ada,GOOGLE YOUTUBE,fijo,1.0,16.21,2023-02-03 07:59:59.999971200
0d5046acc98a944a452ad463109e296e1c2b5ada,MICROSOFT,fijo,1.0,19.77,2023-02-02 12:00:00.000000000
0d5046acc98a944a452ad463109e296e1c2b5ada,MICROSOFT,fijo,1.0,20.81,2023-02-11 06:00:00.000000000
