id,comercio,monto,frecuencia_dias,std_monto,n_tx,fecha_ultima_tx,y,monto_real,id_municipio,id_estado,fecha_nacimiento_year,fecha_nacimiento_month,fecha_nacimiento_age_days,fecha_alta_year,fecha_alta_month,fecha_alta_age_days,tipo_gasto_fijo,tipo_gasto_patrón,tipo_persona_Persona Fisica Con Actividad Empresarial,tipo_persona_Persona Fisica Sin Actividad Empresarial,genero_ ,genero_F,genero_M,actividad_empresarial_ADMINISTRACION DE INMUEBLES,actividad_empresarial_AGENCIA DE PUBLICIDAD,actividad_empresarial_AGENTE DE SEGUROS,actividad_empresarial_AMA DE CASA,actividad_empresarial_COMPRA VENTA DE ARTICULOS NO CLASIFICADOS EN OTRA PARTE,actividad_empresarial_COMPRA VENTA DE HARDWARE SOFTWARE Y ARTCULOS COMPUTACIONALES,actividad_empresarial_COMPRA VENTA DE ROPA,actividad_empresarial_COMPRAVENTA DE ARTICULOS DE FERRETERIA,actividad_empresarial_CONSTRUCCION DE INMUEBLES,actividad_empresarial_DESPACHO DE OTROS PROFESIONISTAS,actividad_empresarial_EMPLEADO DE GOBIERNO,actividad_empresarial_EMPLEADO DEL SECTOR INDUSTRIAL,actividad_empresarial_EMPLEADO DEL SECTOR SERVICIOS,actividad_empresarial_ESTABLECIMIENTOS PRIVADOS DE INSTRUCCION EDUCACION CULTURA E INVESTIGACION,actividad_empresarial_ESTABLECIMIENTOS PUBLICOS DE INSTRUCCION EDUCACION SUBPROFESIONAL YPROFESIONAL CULTURA E INVESTIGACION,actividad_empresarial_ESTUDIANTE,actividad_empresarial_JUBILADO,actividad_empresarial_ORGANIZACIONES DE ABOGADOS MEDICOS INGENIEROS Y OTRAS ASOCIACIONES DE PROFESIONALES,actividad_empresarial_PREPARACION DE TIERRAS DE CULTIVO Y OTROS SERVICIOS AGRICOLAS,actividad_empresarial_PRESTACION DE OTROS SERVICIOS TECNICOS,actividad_empresarial_PROFESIONISTA INDEPENDIENTE,actividad_empresarial_SERVICIOS ADMINISTRATIVOS DE TRAMITE Y COBRANZA INCLUSO ESCRITORIOS PUBLICOS,actividad_empresarial_SERVICIOS DE ANALISIS DE SISTEMAS Y PROCESAMIENTO ELECTRONICO DE DATOS,actividad_empresarial_SERVICIOS DE ASESORIA Y ESTUDIOS TECNICOS DE ARQUITECTURA E INGENIERIA INCLUSO DISEO INDUSTRIAL,actividad_empresarial_SERVICIOS DE CONTADURIA Y AUDITORIA INCLUSO TENEDURIA DE LIBROS,actividad_empresarial_SERVICIOS MEDICO GENERAL Y ESPECIALIZADO EN CONSULTORIOS,actividad_empresarial_TELEDIFUSORA,actividad_empresarial_TIENDA DE ABARROTES Y MISCELANEA,actividad_empresarial_TRANSPORTE DE CARGA FORANEA
0172891ba3000c3150a6985265517678ebbf3b39,GOOGLE YOUTUBE,32.29,45.833333333333336,0.0,7,2023-01-09,0,0.0,6014039,60,1996,9,9705,2019,3,1488,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0172891ba3000c3150a6985265517678ebbf3b39,MICROSOFT,28.85,30.333333333333332,0.0,4,2022-07-04,0,0.0,6014039,60,1996,9,9705,2019,3,1488,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0172891ba3000c3150a6985265517678ebbf3b39,NETFLIX,42.52,22.272727272727273,0.0,12,2022-11-24,0,0.0,6014039,60,1996,9,9705,2019,3,1488,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,AMAZON,8.17,30.6,0.0,6,2023-01-06,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,AMAZON PRIME,11.62,19.36842105263158,0.0,20,2023-01-05,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,CRUNCHYROLL,17.36,30.5,0.0,13,2023-01-26,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,MELIMAS,15.16,66.6,0.0,6,2023-01-12,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,NETFLIX,34.59,30.4,0.0,11,2022-11-26,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,RAPPIPRO,12.76,30.5,0.0,5,2022-12-23,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,TOTALPLAY,102.49,92.0,0.0,3,2023-01-01,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01d12d1c5b58348995b71cf1d5eb9257fa64d95b,UNDOSTRES,23.22,40.44444444444444,0.0,10,2022-12-31,0,0.0,6519039,65,1997,1,9564,2017,6,2124,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0222064a58a1778a4d7a9e10088174a532e71553,APPLE,5.87,35.666666666666664,0.0,7,2023-01-15,0,0.0,5610007,56,1999,8,8619,2020,4,1077,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0222064a58a1778a4d7a9e10088174a532e71553,GOOGLE,4.15,43.714285714285715,0.0,8,2023-01-16,0,0.0,5610007,56,1999,8,8619,2020,4,1077,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0222064a58a1778a4d7a9e10088174a532e71553,SPOTIFY,8.17,30.285714285714285,0.0,8,2022-08-26,0,0.0,5610007,56,1999,8,8619,2020,4,1077,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0222064a58a1778a4d7a9e10088174a532e71553,SPOTIFY,23.1,30.666666666666668,0.0,4,2023-01-15,0,0.0,5610007,56,1999,8,8619,2020,4,1077,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0222064a58a1778a4d7a9e10088174a532e71553,TELCEL,32.29,71.33333333333333,0.0,4,2023-01-18,0,0.0,5610007,56,1999,8,8619,2020,4,1077,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,APPLE,8.17,6.869565217391305,0.0,24,2022-11-13,0,0.0,6519006,65,1977,8,16658,2020,9,912,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,APPLE,17.36,30.5,0.0,3,2023-01-29,0,0.0,6519006,65,1977,8,16658,2020,9,912,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,RAPPIPRO,12.76,23.0,0.0,5,2022-06-07,0,0.0,6519006,65,1977,8,16658,2020,9,912,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0225c1f9c7e66dc02b44b9a00cdd0fa9ba5a4c71,TELCEL,32.29,45.0,0.0,3,2022-04-20,0,0.0,6519006,65,1977,8,16658,2020,9,912,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029be42d942d33a14cafeef661143d8940a9efa8,MICROSOFT,15.17,30.428571428571427,0.0,8,2022-08-18,0,0.0,6519019,65,1991,8,11547,2020,9,916,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029be42d942d33a14cafeef661143d8940a9efa8,MICROSOFT,19.66,40.55555555555556,0.0,10,2023-01-02,0,0.0,6519019,65,1991,8,11547,2020,9,916,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029be42d942d33a14cafeef661143d8940a9efa8,SPOTIFY,19.66,30.363636363636363,0.0,12,2022-12-24,0,0.0,6519019,65,1991,8,11547,2020,9,916,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02a73132fe5c2af6d596eec88629c754d9e9c860,GOOGLE YOUTUBE,9.32,30.2,0.0,6,2022-06-03,0,0.0,5509016,55,1992,11,11089,2021,3,755,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
02a73132fe5c2af6d596eec88629c754d9e9c860,MICROSOFT,17.36,27.0,0.0,10,2022-09-02,0,0.0,5509016,55,1992,11,11089,2021,3,755,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
02a73132fe5c2af6d596eec88629c754d9e9c860,MICROSOFT,20.81,30.666666666666668,0.0,4,2023-01-03,0,0.0,5509016,55,1992,11,11089,2021,3,755,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
02a73132fe5c2af6d596eec88629c754d9e9c860,UBER,8.28,30.5,0.0,3,2023-01-09,0,0.0,5509016,55,1992,11,11089,2021,3,755,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
02b41a28e9c440a28577c71daec52258dc817866,GOOGLE YOUTUBEPREMIUM,32.29,30.625,0.0,9,2023-01-28,0,0.0,5105035,51,1986,12,13257,2020,9,933,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
02b41a28e9c440a28577c71daec52258dc817866,MICROSOFT,19.77,53.5,0.0,5,2023-01-18,0,0.0,5105035,51,1986,12,13257,2020,9,933,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
02b41a28e9c440a28577c71daec52258dc817866,MICROSOFT,28.85,27.333333333333332,0.0,10,2022-09-05,0,0.0,5105035,51,1986,12,13257,2020,9,933,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
02b41a28e9c440a28577c71daec52258dc817866,MICROSOFT,34.59,46.0,0.0,3,2023-01-05,0,0.0,5105035,51,1986,12,13257,2020,9,933,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
02b41a28e9c440a28577c71daec52258dc817866,SPOTIFY,23.1,30.571428571428573,0.0,8,2023-01-21,0,0.0,5105035,51,1986,12,13257,2020,9,933,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,6.5,29.5,0.0,3,2022-03-13,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,7.02,30.285714285714285,0.0,8,2022-08-13,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,8.51,30.285714285714285,0.0,8,2022-08-13,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,12.76,30.5,0.0,5,2022-08-13,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,13.91,21.0625,0.0,17,2023-01-01,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON,20.81,30.285714285714285,0.0,8,2022-08-12,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,AMAZON PRIME,11.62,23.0,0.0,17,2023-01-10,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,GOOGLE ONE,4.15,31.0,0.0,3,2022-09-10,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,GOOGLE YOUTUBEPREMIUM,16.21,26.53846153846154,0.0,14,2023-01-06,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,NETFLIX,11.62,17.63157894736842,0.0,20,2022-12-07,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,SPOTIFY,23.1,15.416666666666666,0.0,25,2023-01-28,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,TELCEL,1.96,107.0,0.0,3,2022-11-03,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03a0f8bca94b5801342b9b479213fc548b3f0dd1,UBER,8.28,17.63157894736842,0.0,20,2022-12-24,0,0.0,6115054,61,1986,11,13293,2020,11,857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0431ee5805e9638f3b24d93812182ec88d7b8c20,APPLE,5.87,30.571428571428573,0.0,8,2023-01-28,0,0.0,5509016,55,1987,12,12882,2020,2,1146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0431ee5805e9638f3b24d93812182ec88d7b8c20,APPLE,36.89,30.6,0.0,6,2023-01-23,0,0.0,5509016,55,1987,12,12882,2020,2,1146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0431ee5805e9638f3b24d93812182ec88d7b8c20,SMART FIT,64.46,38.25,0.0,5,2023-01-20,0,0.0,5509016,55,1987,12,12882,2020,2,1146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0431ee5805e9638f3b24d93812182ec88d7b8c20,TELCEL,57.57,61.0,0.0,3,2022-10-04,0,0.0,5509016,55,1987,12,12882,2020,2,1146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0431ee5805e9638f3b24d93812182ec88d7b8c20,TOTAL PLAY,74.8,30.0,0.0,5,2022-05-14,0,0.0,5509016,55,1987,12,12882,2020,2,1146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0431ee5805e9638f3b24d93812182ec88d7b8c20,TOTAL PLAY,78.25,42.8,0.0,6,2023-01-14,0,0.0,5509016,55,1987,12,12882,2020,2,1146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0431ee5805e9638f3b24d93812182ec88d7b8c20,UBER,8.28,18.4,0.0,6,2022-10-07,0,0.0,5509016,55,1987,12,12882,2020,2,1146,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0471167c6dcd9e87952bee4478ce26337793c07f,AMAZON PRIME,11.62,30.571428571428573,0.0,8,2023-01-23,0,0.0,6519021,65,2002,3,7696,2020,3,1118,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0471167c6dcd9e87952bee4478ce26337793c07f,GOOGLE,4.15,30.75,0.0,5,2022-11-26,0,0.0,6519021,65,2002,3,7696,2020,3,1118,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
